run_id,symbol,asset_id,asset_type,status,source_tables,source_date_min,source_date_max,source_row_count,as_of_date,output_path,sha256,blocking_reasons,warnings
stage13-20260727-reverify-remediation,002067,financial_trend,chart,AVAILABLE,Stage 5 fact_financial_statement (announcement-date visible),2023-08-30,2026-04-29,24,2026-07-27,charts/002067/financial_trend.png,2ab936113399ed6429e0c9d04e06fe3f306b97c39d6b20b19ebf5fa51c54d6f0,,
stage13-20260727-reverify-remediation,002067,fund_flow_price,chart,AVAILABLE,Stage 5 v_stock_fund_flow_as_of_safe + qfq price,2026-01-27,2026-07-27,119,2026-07-27,charts/002067/fund_flow_price.png,cb02cda03f1207075189da7d045c75b1f2aa29018292709882eaba330e66284f,,
stage13-20260727-reverify-remediation,002067,limit_events,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close (confirmed only),,,0,2026-07-27,charts/002067/limit_events.png,d8ddd1e833b6d004bf9780cbc729e82e3e01496778ea74f5f7453c98f1f3a743,,
stage13-20260727-reverify-remediation,002067,next_open_return,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close + Stage 5 v_stock_daily_qfq,,,0,2026-07-27,charts/002067/next_open_return.png,c502c46a8e2dc9ded6ee25abf06ec2e7859d50ccdb3c586dcc387d6921e615cc,,
stage13-20260727-reverify-remediation,002067,price_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_trend_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/002067/price_ma.png,d441826b5f917e2bef8ab36ab6760deb8309744c4726617bdff215f2a44fb58a,,
stage13-20260727-reverify-remediation,002067,range_40_breakouts,chart,PARTIAL,Stage 5 v_stock_daily_qfq + Stage 6 feat_style_daily,2026-06-01,2026-07-27,40,2026-07-27,charts/002067/range_40_breakouts.png,eacec132961361946b0e0fe088b9d8e16587f27f90e5d7aeb3c6f4ae6827de3a,,formal breakout-event markers are unavailable
stage13-20260727-reverify-remediation,002067,valuation_snapshot,chart,NOT_AVAILABLE,v_latest_stock_spot,,,0,2026-07-27,,,,local valuation snapshot is later than as_of_date; it is not backdated
stage13-20260727-reverify-remediation,002067,volume_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_price_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/002067/volume_ma.png,02b897864a19d964dfa64e88290d74deacef1232ee666b1a287ac071b52cb2ed,,
stage13-20260727-reverify-remediation,002129,activity_components,chart,AVAILABLE,database/akshare_features_stage7.duckdb:analysis.analysis_stock_activity,2026-07-27,2026-07-27,1,2026-07-27,charts/002129/activity_components.png,5bd8baadf7ff333474e5971cad3690f540b6cba5575fe3a0048fdb5274020c6a,,
stage13-20260727-reverify-remediation,002129,financial_trend,chart,AVAILABLE,Stage 5 fact_financial_statement (announcement-date visible),2023-08-29,2026-04-28,24,2026-07-27,charts/002129/financial_trend.png,c1e59a2b9601b87a74ec9f40671153eac0f92de639f699058049b6db52f0b4da,,
stage13-20260727-reverify-remediation,002129,fund_flow_price,chart,AVAILABLE,Stage 5 v_stock_fund_flow_as_of_safe + qfq price,2026-01-27,2026-07-27,119,2026-07-27,charts/002129/fund_flow_price.png,7277724e8e563cb30f93b7d34b48379f252dc9c639a1af9e27735f022200d1bd,,
stage13-20260727-reverify-remediation,002129,limit_events,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close (confirmed only),,,0,2026-07-27,charts/002129/limit_events.png,59fa228cad6413b07712192e884514032a7507f1449f0e000e39a3502e515cbf,,
stage13-20260727-reverify-remediation,002129,next_open_return,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close + Stage 5 v_stock_daily_qfq,,,0,2026-07-27,charts/002129/next_open_return.png,cd023ecdd836cdac2e7b03f91016d0aa8e1ef849503d4a694302a8394673bbc8,,
stage13-20260727-reverify-remediation,002129,price_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_trend_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/002129/price_ma.png,2fd0e09819e112423b2f23127541693d1c60c4305c4623ef046f20c84e65df9d,,
stage13-20260727-reverify-remediation,002129,range_40_breakouts,chart,PARTIAL,Stage 5 v_stock_daily_qfq + Stage 6 feat_style_daily,2026-06-01,2026-07-27,40,2026-07-27,charts/002129/range_40_breakouts.png,388283fab03bec1e4e86caa9114290009558392e2548dd459648539cabc253ae,,formal breakout-event markers are unavailable
stage13-20260727-reverify-remediation,002129,valuation_snapshot,chart,NOT_AVAILABLE,v_latest_stock_spot,,,0,2026-07-27,,,,local valuation snapshot is later than as_of_date; it is not backdated
stage13-20260727-reverify-remediation,002129,volume_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_price_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/002129/volume_ma.png,bca2f0b585f9ce4714f7bd4c739570455c59c9e47004342b68fd3f4383ad374d,,
stage13-20260727-reverify-remediation,002230,activity_components,chart,AVAILABLE,database/akshare_features_stage7.duckdb:analysis.analysis_stock_activity,2026-07-27,2026-07-27,1,2026-07-27,charts/002230/activity_components.png,3ac0a7aeab34b057afceb8d04ff4860b76f8149ccd9c3cf093266ca46019f703,,
stage13-20260727-reverify-remediation,002230,financial_trend,chart,AVAILABLE,Stage 5 fact_financial_statement (announcement-date visible),2023-08-12,2026-04-29,24,2026-07-27,charts/002230/financial_trend.png,cbe6abd2966f6ae32ad0fc32087195a18f228a66e564e33c81553ed24c5814ac,,
stage13-20260727-reverify-remediation,002230,fund_flow_price,chart,AVAILABLE,Stage 5 v_stock_fund_flow_as_of_safe + qfq price,2026-01-27,2026-07-27,119,2026-07-27,charts/002230/fund_flow_price.png,54b6dd1228f3b52dcc027bee549a63da76adf59634fda93b372137a127c29237,,
stage13-20260727-reverify-remediation,002230,limit_events,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close (confirmed only),,,0,2026-07-27,charts/002230/limit_events.png,f69b0e5a291e46afd7fa46ef4b9623c2b53df3f7ec2c9ce0cd30a0b23f5a3e52,,
stage13-20260727-reverify-remediation,002230,next_open_return,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close + Stage 5 v_stock_daily_qfq,,,0,2026-07-27,charts/002230/next_open_return.png,f527dee1e642c0fab0badf9fbe87e64bffe57a519781d8e50eed17b0c34a887a,,
stage13-20260727-reverify-remediation,002230,price_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_trend_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/002230/price_ma.png,c9d6109301d67a747edcf0cf13f87692a31e79e502d02a6726c4c81722bccde3,,
stage13-20260727-reverify-remediation,002230,range_40_breakouts,chart,PARTIAL,Stage 5 v_stock_daily_qfq + Stage 6 feat_style_daily,2026-06-01,2026-07-27,40,2026-07-27,charts/002230/range_40_breakouts.png,d74bfb8240f5f46fa4ae18e02bfd187563b4b552db4dc7c12d38b42c31177176,,formal breakout-event markers are unavailable
stage13-20260727-reverify-remediation,002230,valuation_snapshot,chart,NOT_AVAILABLE,v_latest_stock_spot,,,0,2026-07-27,,,,local valuation snapshot is later than as_of_date; it is not backdated
stage13-20260727-reverify-remediation,002230,volume_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_price_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/002230/volume_ma.png,129622a5b09fdfa83006e8a6b747e5731d47635831420366efbacea08feae088,,
stage13-20260727-reverify-remediation,002361,activity_components,chart,AVAILABLE,database/akshare_features_stage7.duckdb:analysis.analysis_stock_activity,2026-07-27,2026-07-27,1,2026-07-27,charts/002361/activity_components.png,7cba65178d2aed677b344d1bd6239aa5dbfffeb7b8f22de4864930c7b57a6ced,,
stage13-20260727-reverify-remediation,002361,financial_trend,chart,AVAILABLE,Stage 5 fact_financial_statement (announcement-date visible),2023-08-30,2026-04-28,24,2026-07-27,charts/002361/financial_trend.png,7834bd641a4588ff622d35bbf5b72be7ea813b27deee407713821dc66189c17c,,
stage13-20260727-reverify-remediation,002361,fund_flow_price,chart,AVAILABLE,Stage 5 v_stock_fund_flow_as_of_safe + qfq price,2026-01-27,2026-07-27,119,2026-07-27,charts/002361/fund_flow_price.png,a974efc0ed216fa81010892300b96e861dd3fe438ee133df8c2b55100f3236d5,,
stage13-20260727-reverify-remediation,002361,limit_events,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close (confirmed only),,,0,2026-07-27,charts/002361/limit_events.png,bd3d974f566381109f06f3ce6375d28b799d07a3e1b283d70f9229c54d4481d6,,
stage13-20260727-reverify-remediation,002361,next_open_return,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close + Stage 5 v_stock_daily_qfq,,,0,2026-07-27,charts/002361/next_open_return.png,1407630b16ddbcc7f1e1bdc5832aeeb17258bc316151e253d63fa856b8164e57,,
stage13-20260727-reverify-remediation,002361,price_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_trend_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/002361/price_ma.png,cf0408d0a42baec6e3d3c6ff7d5c33a1e687ef65b0de209d2a7be3eae9be8776,,
stage13-20260727-reverify-remediation,002361,range_40_breakouts,chart,PARTIAL,Stage 5 v_stock_daily_qfq + Stage 6 feat_style_daily,2026-06-01,2026-07-27,40,2026-07-27,charts/002361/range_40_breakouts.png,edfe6499409313bb3efc08d6aabe0146fce4d196201a1227620dd52a34388fd6,,formal breakout-event markers are unavailable
stage13-20260727-reverify-remediation,002361,valuation_snapshot,chart,NOT_AVAILABLE,v_latest_stock_spot,,,0,2026-07-27,,,,local valuation snapshot is later than as_of_date; it is not backdated
stage13-20260727-reverify-remediation,002361,volume_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_price_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/002361/volume_ma.png,7ad3489ffb68a92905bf3a9e08ced3d64152d8fa312ae70ede72d99fc65f900d,,
stage13-20260727-reverify-remediation,002600,activity_components,chart,AVAILABLE,database/akshare_features_stage7.duckdb:analysis.analysis_stock_activity,2026-07-27,2026-07-27,1,2026-07-27,charts/002600/activity_components.png,240cd24fb376f62af035f623fbd9c0e10532f3ddd4babddc42ac5f78cc590828,,
stage13-20260727-reverify-remediation,002600,financial_trend,chart,AVAILABLE,Stage 5 fact_financial_statement (announcement-date visible),2023-08-25,2026-04-30,24,2026-07-27,charts/002600/financial_trend.png,ef94fac8f53d3fc1dd34662bba22755c1dd88466a3b7af38d2a32a69fd59e331,,
stage13-20260727-reverify-remediation,002600,fund_flow_price,chart,AVAILABLE,Stage 5 v_stock_fund_flow_as_of_safe + qfq price,2026-01-27,2026-07-27,119,2026-07-27,charts/002600/fund_flow_price.png,8650657bb985b76f76f18cb65f5679ccd7a3b70a3379686a23b81207e5407cf5,,
stage13-20260727-reverify-remediation,002600,limit_events,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close (confirmed only),,,0,2026-07-27,charts/002600/limit_events.png,240c369adee107478f32717467643e9f3ed57dc35b93bd39c35131f188291e63,,
stage13-20260727-reverify-remediation,002600,next_open_return,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close + Stage 5 v_stock_daily_qfq,,,0,2026-07-27,charts/002600/next_open_return.png,373bd141b12e16d5e0bc109533c9e5979d60e30a7c95b303ebb266e5b12bbbe5,,
stage13-20260727-reverify-remediation,002600,price_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_trend_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/002600/price_ma.png,97601567eb7ae3850c4cde801f6e1cbae10f2719b7af14d58ea1ff2a019ec2de,,
stage13-20260727-reverify-remediation,002600,range_40_breakouts,chart,PARTIAL,Stage 5 v_stock_daily_qfq + Stage 6 feat_style_daily,2026-06-01,2026-07-27,40,2026-07-27,charts/002600/range_40_breakouts.png,a34e5ce9c4a9ecf7c0fe7331635d33cbb09d448493936c6f2b5f26f332e0473d,,formal breakout-event markers are unavailable
stage13-20260727-reverify-remediation,002600,valuation_snapshot,chart,NOT_AVAILABLE,v_latest_stock_spot,,,0,2026-07-27,,,,local valuation snapshot is later than as_of_date; it is not backdated
stage13-20260727-reverify-remediation,002600,volume_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_price_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/002600/volume_ma.png,62c2101ebb6cc393f811cf236f52adc530ec243119c94331f14a8736cadf0d7c,,
stage13-20260727-reverify-remediation,300274,activity_components,chart,AVAILABLE,database/akshare_features_stage7.duckdb:analysis.analysis_stock_activity,2026-07-27,2026-07-27,1,2026-07-27,charts/300274/activity_components.png,c90d68918c4a2599e415beb2b21e6e1de455a88abe7ab1a463fa8893b48b827b,,
stage13-20260727-reverify-remediation,300274,financial_trend,chart,AVAILABLE,Stage 5 fact_financial_statement (announcement-date visible),2023-08-25,2026-04-28,24,2026-07-27,charts/300274/financial_trend.png,1d9ae6e789d8eeb67205cb60a69681fd42334aeee3ddd5c055faa3eacb04dad2,,
stage13-20260727-reverify-remediation,300274,fund_flow_price,chart,AVAILABLE,Stage 5 v_stock_fund_flow_as_of_safe + qfq price,2026-01-27,2026-07-27,119,2026-07-27,charts/300274/fund_flow_price.png,8b98aea420129ed01f9b5f6dbb54406744691c1bc92d8f8aac23ebbd646632a1,,
stage13-20260727-reverify-remediation,300274,limit_events,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close (confirmed only),,,0,2026-07-27,charts/300274/limit_events.png,a4acaee39837c037896e3c4813a8f0505dd0e8d50951e30d2915de69fb3064c7,,
stage13-20260727-reverify-remediation,300274,next_open_return,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close + Stage 5 v_stock_daily_qfq,,,0,2026-07-27,charts/300274/next_open_return.png,cd130ac39816fecb0d05a62d3d23d4470bf93e81db6233a5e0590def729b460d,,
stage13-20260727-reverify-remediation,300274,price_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_trend_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/300274/price_ma.png,ca8e5f43fe28259d8684e45eba0e1f30d453fea6b87926616a2143205529a3e1,,
stage13-20260727-reverify-remediation,300274,range_40_breakouts,chart,PARTIAL,Stage 5 v_stock_daily_qfq + Stage 6 feat_style_daily,2026-06-01,2026-07-27,40,2026-07-27,charts/300274/range_40_breakouts.png,ecd230badbac80e5cb7cd7e82d89666583a991833e1855bc4926089de3167a05,,formal breakout-event markers are unavailable
stage13-20260727-reverify-remediation,300274,valuation_snapshot,chart,NOT_AVAILABLE,v_latest_stock_spot,,,0,2026-07-27,,,,local valuation snapshot is later than as_of_date; it is not backdated
stage13-20260727-reverify-remediation,300274,volume_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_price_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/300274/volume_ma.png,b939e779d2e4dc4a54ba2d0fa81e30f5b0ad34b6ca3f11b5a2215b58d7e4c4d0,,
stage13-20260727-reverify-remediation,300433,activity_components,chart,AVAILABLE,database/akshare_features_stage7.duckdb:analysis.analysis_stock_activity,2026-07-27,2026-07-27,1,2026-07-27,charts/300433/activity_components.png,44a9a406e249d62d0ee0562a3eb702e96d56ab02788219610050a333bbc58efe,,
stage13-20260727-reverify-remediation,300433,financial_trend,chart,AVAILABLE,Stage 5 fact_financial_statement (announcement-date visible),2023-08-19,2026-04-16,24,2026-07-27,charts/300433/financial_trend.png,b0778cc6a137a9bc1df072297b7accd48619aa2e7d4835704d258540dee6e4cb,,
stage13-20260727-reverify-remediation,300433,fund_flow_price,chart,AVAILABLE,Stage 5 v_stock_fund_flow_as_of_safe + qfq price,2026-01-27,2026-07-27,119,2026-07-27,charts/300433/fund_flow_price.png,9d08aa3b063e075f9ab12f32312819bb57bbd61a35913d289d14c37e991fd497,,
stage13-20260727-reverify-remediation,300433,limit_events,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close (confirmed only),,,0,2026-07-27,charts/300433/limit_events.png,335a24e7a40547a76e4d19b696dae8cfa7871dc9006ff16901502305e69fd698,,
stage13-20260727-reverify-remediation,300433,next_open_return,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close + Stage 5 v_stock_daily_qfq,,,0,2026-07-27,charts/300433/next_open_return.png,63b3077bda469ee1cf8850ff1ebe61642fcc314e6cbf1333f52fb1cd72f0b5d6,,
stage13-20260727-reverify-remediation,300433,price_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_trend_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/300433/price_ma.png,bd8384a10855ed625f9bc6cfc7a649a34f29c32966786dd9f254ac90850f6238,,
stage13-20260727-reverify-remediation,300433,range_40_breakouts,chart,PARTIAL,Stage 5 v_stock_daily_qfq + Stage 6 feat_style_daily,2026-06-01,2026-07-27,40,2026-07-27,charts/300433/range_40_breakouts.png,b7d028e10c45026ae8dcebed5f01c2a336f9812020e2c9b109222111b86c6064,,formal breakout-event markers are unavailable
stage13-20260727-reverify-remediation,300433,valuation_snapshot,chart,NOT_AVAILABLE,v_latest_stock_spot,,,0,2026-07-27,,,,local valuation snapshot is later than as_of_date; it is not backdated
stage13-20260727-reverify-remediation,300433,volume_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_price_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/300433/volume_ma.png,1f7fef27812ec9dd3902cbe16b4372f542e704bcad164092d5eb8ecddda494fb,,
stage13-20260727-reverify-remediation,600231,activity_components,chart,AVAILABLE,database/akshare_features_stage7.duckdb:analysis.analysis_stock_activity,2026-07-27,2026-07-27,1,2026-07-27,charts/600231/activity_components.png,fafde1ca7118cbcaeed7ea288159e4016d535d11bc71607f469ca78d757a830f,,
stage13-20260727-reverify-remediation,600231,financial_trend,chart,AVAILABLE,Stage 5 fact_financial_statement (announcement-date visible),2023-08-31,2026-04-30,24,2026-07-27,charts/600231/financial_trend.png,9ae6a68915edcadc8e26313a9c9113e21e7abbd34ad67091a80387f32348228c,,
stage13-20260727-reverify-remediation,600231,fund_flow_price,chart,AVAILABLE,Stage 5 v_stock_fund_flow_as_of_safe + qfq price,2026-01-27,2026-07-27,119,2026-07-27,charts/600231/fund_flow_price.png,0a43188eb9f9ede267d0b59a783b0f3c38d7a271bedfd70f06d1159b202d9fa9,,
stage13-20260727-reverify-remediation,600231,limit_events,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close (confirmed only),,,0,2026-07-27,charts/600231/limit_events.png,43f0b4340c120584fead4b5e5b5e8ade1eb2acfb821ca341a56055c1fb34db33,,
stage13-20260727-reverify-remediation,600231,next_open_return,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close + Stage 5 v_stock_daily_qfq,,,0,2026-07-27,charts/600231/next_open_return.png,6427b9e2e1993cdf79f1ebf0d78ccc84ea99b68485440977689ada343af2339a,,
stage13-20260727-reverify-remediation,600231,price_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_trend_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/600231/price_ma.png,bd7ab38672a21997c79af038343ae7576013ee04aa743ba5d65c8658f86db511,,
stage13-20260727-reverify-remediation,600231,range_40_breakouts,chart,PARTIAL,Stage 5 v_stock_daily_qfq + Stage 6 feat_style_daily,2026-06-01,2026-07-27,40,2026-07-27,charts/600231/range_40_breakouts.png,cbb98c792fc165cc99bfd98ce1481e4ffa63f8cff18a17f73f6a2dda08a0fd3c,,formal breakout-event markers are unavailable
stage13-20260727-reverify-remediation,600231,valuation_snapshot,chart,NOT_AVAILABLE,v_latest_stock_spot,,,0,2026-07-27,,,,local valuation snapshot is later than as_of_date; it is not backdated
stage13-20260727-reverify-remediation,600231,volume_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_price_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/600231/volume_ma.png,17606d77a4174176509ee2cb228b43adc015318dd2aac1daff0ff27186cc61c4,,
stage13-20260727-reverify-remediation,600438,activity_components,chart,AVAILABLE,database/akshare_features_stage7.duckdb:analysis.analysis_stock_activity,2026-07-27,2026-07-27,1,2026-07-27,charts/600438/activity_components.png,7a3e0edec4075da3540356159f995723c2b139b6f3ca9adfb99ec5930d27a043,,
stage13-20260727-reverify-remediation,600438,financial_trend,chart,AVAILABLE,Stage 5 fact_financial_statement (announcement-date visible),2023-08-22,2026-04-30,24,2026-07-27,charts/600438/financial_trend.png,ca79534aed6209d90481b314f479026886a662a08e430568d88f8db2a9689b65,,
stage13-20260727-reverify-remediation,600438,fund_flow_price,chart,AVAILABLE,Stage 5 v_stock_fund_flow_as_of_safe + qfq price,2026-01-13,2026-07-27,119,2026-07-27,charts/600438/fund_flow_price.png,5f2a848b4afd076a0ad8e355f91cc6654e8f5fb46019f32df862ced9019085be,,
stage13-20260727-reverify-remediation,600438,limit_events,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close (confirmed only),,,0,2026-07-27,charts/600438/limit_events.png,5ca9783f0679552fa5ac1e8df949dc777bc90d154cbdfd26b957421bb57cb5f0,,
stage13-20260727-reverify-remediation,600438,next_open_return,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close + Stage 5 v_stock_daily_qfq,,,0,2026-07-27,charts/600438/next_open_return.png,f7a6cd42aac4a78f4de09e2346048d6d67d0a046f110215bdd71ec34475b6ce9,,
stage13-20260727-reverify-remediation,600438,price_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_trend_daily,2025-06-30,2026-07-27,252,2026-07-27,charts/600438/price_ma.png,5ce6c5907934aa3cb68a2b00a4e09ba27ee62782526fd2811696aeec1ff59e8b,,
stage13-20260727-reverify-remediation,600438,range_40_breakouts,chart,PARTIAL,Stage 5 v_stock_daily_qfq + Stage 6 feat_style_daily,2026-06-01,2026-07-27,40,2026-07-27,charts/600438/range_40_breakouts.png,c70057537901c97c375e0487ad0c1c1436adc7d2260c2f4faae1c5b12902cffd,,formal breakout-event markers are unavailable
stage13-20260727-reverify-remediation,600438,valuation_snapshot,chart,NOT_AVAILABLE,v_latest_stock_spot,,,0,2026-07-27,,,,local valuation snapshot is later than as_of_date; it is not backdated
stage13-20260727-reverify-remediation,600438,volume_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_price_daily,2025-06-30,2026-07-27,252,2026-07-27,charts/600438/volume_ma.png,d2509c4ef149a436837cbb2f082dff06ce49d1336c4ec70edb2a0b81fc7203ed,,
stage13-20260727-reverify-remediation,600763,activity_components,chart,AVAILABLE,database/akshare_features_stage7.duckdb:analysis.analysis_stock_activity,2026-07-27,2026-07-27,1,2026-07-27,charts/600763/activity_components.png,a02a0d1e7fe96108ce0b0ddf9f8ac337629a6cdbcb31d58a04c2b81755cf95a1,,
stage13-20260727-reverify-remediation,600763,financial_trend,chart,AVAILABLE,Stage 5 fact_financial_statement (announcement-date visible),2023-08-25,2026-04-18,24,2026-07-27,charts/600763/financial_trend.png,fc70a3433ff7d85d355f2250e13ed9b2cfb879ea55c92d821301a7532e4d9e54,,
stage13-20260727-reverify-remediation,600763,fund_flow_price,chart,AVAILABLE,Stage 5 v_stock_fund_flow_as_of_safe + qfq price,2026-01-27,2026-07-27,119,2026-07-27,charts/600763/fund_flow_price.png,37c29348c4fb526b4a1e1b47f6abdeffba156dbc5d09f0d9ff041a7630a72b8c,,
stage13-20260727-reverify-remediation,600763,limit_events,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close (confirmed only),,,0,2026-07-27,charts/600763/limit_events.png,e329771dde460488b27e98263c560d9601465f40e519e9ba2cff9c5b5e6d34fa,,
stage13-20260727-reverify-remediation,600763,next_open_return,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close + Stage 5 v_stock_daily_qfq,,,0,2026-07-27,charts/600763/next_open_return.png,e429270cd6e58d36686e23dc2b465aee4016afcf5e5e597bb4b795bf1a728096,,
stage13-20260727-reverify-remediation,600763,price_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_trend_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/600763/price_ma.png,c256dd9abb55e57788e780813965880f91a199de2b81a49e2a91503ec0b729d6,,
stage13-20260727-reverify-remediation,600763,range_40_breakouts,chart,PARTIAL,Stage 5 v_stock_daily_qfq + Stage 6 feat_style_daily,2026-06-01,2026-07-27,40,2026-07-27,charts/600763/range_40_breakouts.png,41f6521a7a8b428f80088a84ad33f219e7601408b30f0d4a5e045c5b2850e2f9,,formal breakout-event markers are unavailable
stage13-20260727-reverify-remediation,600763,valuation_snapshot,chart,NOT_AVAILABLE,v_latest_stock_spot,,,0,2026-07-27,,,,local valuation snapshot is later than as_of_date; it is not backdated
stage13-20260727-reverify-remediation,600763,volume_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_price_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/600763/volume_ma.png,de74301d97aecc6feb2af1e6f34fa6f9e82c7d155eb8771d631a0901ccd9b5fa,,
