file,source_kind,official_page_url,official_data_url,business_date,size_bytes,sha256,historical_capability,evidence_grade,validation_status,notes
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_stock_namechange_page.html,official_page_shell,https://www.szse.cn/,N/A,N/A,27389,9113ffd8d4489c28bb516998f85a2c88b6cd512002745344f83415dff1b2ae56,CURRENT_ONLY,CURRENT_ONLY,NOT_BOUNDARY_EVIDENCE,页面本身无历史状态数据。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_stock_suspend_page.html,official_page_shell,https://www.szse.cn/,N/A,N/A,27412,e9a08af7be0a2777f73e42da625f60ca67fdba5ff59141cc18130b84aa666b49,CURRENT_ONLY,CURRENT_ONLY,NOT_BOUNDARY_EVIDENCE,页面本身无历史状态数据。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_stock_suspension_page.html,other,https://www.szse.cn/,N/A,,8675,d5086c31d9a9d3da1e5a28e3c5f516c997b4508b20dee99ccda33b1b75d3976b,UNKNOWN,UNKNOWN,UNKNOWN,
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_suspension_202507.html,official_monthly_suspension_event_table,https://www.szse.cn/,N/A,2025-07/2026-07,8974,0654239de38bb1a10299abedaf2605e7e6563cabc4536cb46fd5b48a636ca739,EVENT_SEARCH_ONLY,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,含精确停牌/风险警示事件区间，但不含目标股票，不能证明NON_ST。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_suspension_202607.html,official_monthly_suspension_event_table,https://www.szse.cn/,N/A,2025-07/2026-07,7493,5e1657ecd3c5c67d62e986b9bb3c8be9bd3a8b347fead27b6fc9c5b877a69275,EVENT_SEARCH_ONLY,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,含精确停牌/风险警示事件区间，但不含目标股票，不能证明NON_ST。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_technical_notice_cashsecurity.html,official_technical_notice,https://www.szse.cn/,N/A,cashsecurityclosemd_YYYYMMDD.xml,24370,400fc548fb053eb4f08791e8d088f68579328e9969c15c7b02670eaa23f661fe,TECHNICAL_INTERFACE_ONLY,TECHNICAL_INTERFACE_ONLY,NOT_PUBLIC_DOWNLOAD,按日收盘行情文件经文件网关下发。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szsi_basic_database_page.html,official_data_product_doc,https://www.szse.cn/,N/A,N/A,4070,0fc257627727cac71aa5928aa48a556a6913d780fb5d307668c882db85140a7e,SUBSCRIPTION_ONLY,SUBSCRIPTION_ONLY,NOT_PUBLIC_DOWNLOAD,官方说明存在历史证券信息/证券状态数据，但需授权。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szsi_hq_auth_page.html,official_data_product_doc,https://www.szse.cn/,N/A,N/A,16136,35a888cda6fe255a42189558e39f3ea1ff8e49d59b4f89257317df5fd8caf156,SUBSCRIPTION_ONLY,SUBSCRIPTION_ONLY,NOT_PUBLIC_DOWNLOAD,官方说明存在历史证券信息/证券状态数据，但需授权。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/concatversion.js,official_js,https://www.szse.cn/,N/A,N/A,23818,ed23c1d31f255c9848610833262536e608f7e2e37d27ce7d4c430d4c2feb6a1e,SOURCE_OF_PARAMS,SOURCE_OF_PARAMS,NOT_BOUNDARY_EVIDENCE,用于确认接口参数与日期能力。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_common_report.js,official_js,https://www.szse.cn/,N/A,N/A,8675,d5086c31d9a9d3da1e5a28e3c5f516c997b4508b20dee99ccda33b1b75d3976b,SOURCE_OF_PARAMS,SOURCE_OF_PARAMS,NOT_BOUNDARY_EVIDENCE,用于确认接口参数与日期能力。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_common_report.min.js,official_js,https://www.szse.cn/,N/A,N/A,93,a69782278d9803d265e60fa239c1e6d0c0b2791709baf7fd38a035dacc4a719c,SOURCE_OF_PARAMS,SOURCE_OF_PARAMS,NOT_BOUNDARY_EVIDENCE,用于确认接口参数与日期能力。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_common_report_res.js,official_js,https://www.szse.cn/,N/A,N/A,146,55f7d9e99b8e2d4e0e193b2f0275501e6d9c1ebd29cadbea6a0da48a8587e3e0,SOURCE_OF_PARAMS,SOURCE_OF_PARAMS,NOT_BOUNDARY_EVIDENCE,用于确认接口参数与日期能力。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_common_report_static.js,official_js,https://www.szse.cn/,N/A,N/A,146,55f7d9e99b8e2d4e0e193b2f0275501e6d9c1ebd29cadbea6a0da48a8587e3e0,SOURCE_OF_PARAMS,SOURCE_OF_PARAMS,NOT_BOUNDARY_EVIDENCE,用于确认接口参数与日期能力。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_detail_report.js,official_js,https://www.szse.cn/,N/A,N/A,8675,d5086c31d9a9d3da1e5a28e3c5f516c997b4508b20dee99ccda33b1b75d3976b,SOURCE_OF_PARAMS,SOURCE_OF_PARAMS,NOT_BOUNDARY_EVIDENCE,用于确认接口参数与日期能力。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_detail_report.min.js,official_js,https://www.szse.cn/,N/A,N/A,6178,064e0bb9aa0d2ccb67c25bf9f89ee0c6d30fd9d9cfca204e269321d6d71562cc,SOURCE_OF_PARAMS,SOURCE_OF_PARAMS,NOT_BOUNDARY_EVIDENCE,用于确认接口参数与日期能力。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_detail_report_res.js,official_js,https://www.szse.cn/,N/A,N/A,146,55f7d9e99b8e2d4e0e193b2f0275501e6d9c1ebd29cadbea6a0da48a8587e3e0,SOURCE_OF_PARAMS,SOURCE_OF_PARAMS,NOT_BOUNDARY_EVIDENCE,用于确认接口参数与日期能力。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_report_new.js,official_js,https://www.szse.cn/,N/A,N/A,8675,d5086c31d9a9d3da1e5a28e3c5f516c997b4508b20dee99ccda33b1b75d3976b,SOURCE_OF_PARAMS,SOURCE_OF_PARAMS,NOT_BOUNDARY_EVIDENCE,用于确认接口参数与日期能力。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_report_new.min.js,official_js,https://www.szse.cn/,N/A,N/A,47948,e5466cb1981aee69592030da07ba279d0e3c05ebc273014670a30fce3e4381d9,SOURCE_OF_PARAMS,SOURCE_OF_PARAMS,NOT_BOUNDARY_EVIDENCE,用于确认接口参数与日期能力。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_report_new_res.js,official_js,https://www.szse.cn/,N/A,N/A,146,55f7d9e99b8e2d4e0e193b2f0275501e6d9c1ebd29cadbea6a0da48a8587e3e0,SOURCE_OF_PARAMS,SOURCE_OF_PARAMS,NOT_BOUNDARY_EVIDENCE,用于确认接口参数与日期能力。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_report_new_static.js,official_js,https://www.szse.cn/,N/A,N/A,146,55f7d9e99b8e2d4e0e193b2f0275501e6d9c1ebd29cadbea6a0da48a8587e3e0,SOURCE_OF_PARAMS,SOURCE_OF_PARAMS,NOT_BOUNDARY_EVIDENCE,用于确认接口参数与日期能力。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szsePath.js,official_js,https://www.szse.cn/,N/A,N/A,5267,83fd11aea1932b7e705760071eb04d978495bca96a7c573014f4b5fb181d5882,SOURCE_OF_PARAMS,SOURCE_OF_PARAMS,NOT_BOUNDARY_EVIDENCE,用于确认接口参数与日期能力。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/audit_summary.json,other,https://www.szse.cn/,N/A,,1918,ba78fbb88174a7fca1f5ba2fddcfaad517020e3104f8dbcfc3a1a5ef3a6f79c4,UNKNOWN,UNKNOWN,UNKNOWN,
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_all_product_list_metadata.json,other,https://www.szse.cn/,N/A,,17894,a852c6117f5ddf5b0392216dc446b4cad0eca15e0376739adb9537616b672688,UNKNOWN,UNKNOWN,UNKNOWN,
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_namechange_000100_range.json,official_name_change_event_search,https://www.szse.cn/,N/A,2025-07-25至2026-07-27,3345,2322a24dd408d33c68aa9ac542fb7b5d32b3212f2250ddb7866bda3341cbbf7a,EVENT_SEARCH_ONLY,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内该股票名称变更记录为0。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_namechange_002067_range.json,official_name_change_event_search,https://www.szse.cn/,N/A,2025-07-25至2026-07-27,3345,c14107a0b5a6f587e0a52de36b2b5355dbd2cb578c6493920c746f120385d7b7,EVENT_SEARCH_ONLY,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内该股票名称变更记录为0。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_namechange_002129_range.json,official_name_change_event_search,https://www.szse.cn/,N/A,2025-07-25至2026-07-27,3345,5fe7c4dda373f5301973303520d849420afdc221ddef21268b49d4cdb4e3b9bf,EVENT_SEARCH_ONLY,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内该股票名称变更记录为0。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_namechange_002230_range.json,official_name_change_event_search,https://www.szse.cn/,N/A,2025-07-25至2026-07-27,3345,ad34ada4468a40fc3b2c14732f14f89490b8fc0b86d3fb7d3529e938b848917d,EVENT_SEARCH_ONLY,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内该股票名称变更记录为0。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_namechange_002361_range.json,official_name_change_event_search,https://www.szse.cn/,N/A,2025-07-25至2026-07-27,3345,0d63e6ff08f557e12abceec3faebaa2cf80a10aa1f2289eac328db7b01190477,EVENT_SEARCH_ONLY,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内该股票名称变更记录为0。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_namechange_002600_range.json,official_name_change_event_search,https://www.szse.cn/,N/A,2025-07-25至2026-07-27,3345,84c34f0d850803fec3f8000fe621875ef9ac55fd1d23e1069e6fcd5dc91933d9,EVENT_SEARCH_ONLY,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内该股票名称变更记录为0。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_namechange_300274_range.json,official_name_change_event_search,https://www.szse.cn/,N/A,2025-07-25至2026-07-27,3345,2e050843f12ba73c3e811713fc055e7756da7654079dbb17f7004d07d4cb8159,EVENT_SEARCH_ONLY,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内该股票名称变更记录为0。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_namechange_300433_range.json,official_name_change_event_search,https://www.szse.cn/,N/A,2025-07-25至2026-07-27,3345,eecaa1bb03bb3366d9e1e60c406238d75a7bd137598346e57cb13fcf57934906,EVENT_SEARCH_ONLY,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内该股票名称变更记录为0。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_namechange_metadata.json,official_endpoint_metadata,https://www.szse.cn/,N/A,txtKsrq/txtZzrq,6526,e3f8ba198a34493c81917725474175ec5ecdbc6b3510bedc5af65ffa110785a9,EVENT_SEARCH_ONLY,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,名称变更接口支持日期范围，但只返回事件。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_riskplate_p1.json,current_risk_warning_plate_page,https://www.szse.cn/,N/A,2026-08-06,3915,c114f1da4d97f5ada62e43e24c5fbd3c4f922a229100ec13387bcedec8b4ba7d,CURRENT_ONLY,CURRENT_ONLY,NOT_HISTORICAL,完整123只当前风险警示股票，8只目标均不在名单。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_riskplate_p2.json,current_risk_warning_plate_page,https://www.szse.cn/,N/A,2026-08-06,3915,9a6516c31c88ab73ee6fcf729a70c4f6488da10ef346d733ef3a49825447334f,CURRENT_ONLY,CURRENT_ONLY,NOT_HISTORICAL,完整123只当前风险警示股票，8只目标均不在名单。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_riskplate_p3.json,current_risk_warning_plate_page,https://www.szse.cn/,N/A,2026-08-06,3916,0f2efa637e6c14435f9d7ebdefb62d0299334f72a48b6bd077cd0424fdd6c13f,CURRENT_ONLY,CURRENT_ONLY,NOT_HISTORICAL,完整123只当前风险警示股票，8只目标均不在名单。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_riskplate_p4.json,current_risk_warning_plate_page,https://www.szse.cn/,N/A,2026-08-06,3920,561aeddc4fa644d6afbe4e9e1eac99cd5ed202646e98a5aa4db36a39d3e9c6d8,CURRENT_ONLY,CURRENT_ONLY,NOT_HISTORICAL,完整123只当前风险警示股票，8只目标均不在名单。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_riskplate_p5.json,current_risk_warning_plate_page,https://www.szse.cn/,N/A,2026-08-06,3921,a3799c63de1f52a9503461c15f4df2b1fda7237d9035ad7c4705d82ef9fa3be4,CURRENT_ONLY,CURRENT_ONLY,NOT_HISTORICAL,完整123只当前风险警示股票，8只目标均不在名单。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_riskplate_p6.json,current_risk_warning_plate_page,https://www.szse.cn/,N/A,2026-08-06,3913,a03b4bcae26bd2d633fe015ffa2c7a2862e29616a8ea19d1065daa11f4d05fc1,CURRENT_ONLY,CURRENT_ONLY,NOT_HISTORICAL,完整123只当前风险警示股票，8只目标均不在名单。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_riskplate_p7.json,current_risk_warning_plate_page,https://www.szse.cn/,N/A,2026-08-06,1561,84019dc99a7fef72cd0014ecb5a7177d2096d0028f2050a056abc1cc40929dde,CURRENT_ONLY,CURRENT_ONLY,NOT_HISTORICAL,完整123只当前风险警示股票，8只目标均不在名单。
reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_suspend_metadata.json,other,https://www.szse.cn/,N/A,,2305,cfe83c7283fb85ffc82bbd3dfa47dd78701c161e2605dd204173e5fbd56e89d1,UNKNOWN,UNKNOWN,UNKNOWN,
