attempt_id,symbol_scope,query_type,target_date,official_page_url,official_data_url,request_parameters,http_status,response_business_date,result_count,local_file,retrieved_at,evidence_grade,validation_status,notes
szse-monthly-202607-20260806_154939,SZ_ALL,official_monthly_event_table,2026-07,https://www.szse.cn/market/periodical/month/t20260806_622028.html,http://docs.static.szse.cn/www/market/periodical/month/W020260806351615093691.html,GET HTML,200,停牌时间/复牌时间精确到时分,22,reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_suspension_202607.html,2026-08-06T15:49:39+08:00,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,8只目标股票均未出现在2026年7月停牌/风险警示事件表中。
szse-listed-securities-202607-20260806_154939,SZ_ALL,official_monthly_aggregate,2026-07,https://www.szse.cn/market/periodical/month/t20260806_622028.html,http://docs.static.szse.cn/www/market/periodical/month/W020260806349620016568.html,GET HTML,200,2026年7月底,1,reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_listed_securities_202607.html,2026-08-06T15:49:39+08:00,AGGREGATE_ONLY,NOT_PER_SECURITY,上市证券表仅给出总数，不按证券列出状态。
szsi-history-product-20260806_154939,SZ_ALL,official_product_doc,N/A,http://www.szsi.cn/cpfw/fwsq/hq/yw-2.htm,N/A,GET HTML,200,历史增强行情自2008-01-01,1,reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szsi_hq_auth_page.html,2026-08-06T15:49:39+08:00,SUBSCRIPTION_ONLY,NOT_PUBLIC_DOWNLOAD,官方明确历史增强行情含证券信息、证券状态，但需授权。
szsi-basic-database-20260806_154939,SZ_ALL,official_product_doc,N/A,http://www.szsi.cn/cpfw/fwsq/hq/xxsj/jcsjk.htm,N/A,GET HTML,200,数据库历史维护,1,reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szsi_basic_database_page.html,2026-08-06T15:49:39+08:00,SUBSCRIPTION_ONLY,NOT_PUBLIC_DOWNLOAD,巨潮数据库为商业产品，需联系数据营销部。
szse-data-services-20260806_154939,SZ_ALL,official_product_doc,N/A,http://www.szse.cn/www/English/services/dataServices/index.html,N/A,GET HTML,200,数据服务按授权交付,1,reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_data_services_english.html,2026-08-06T15:49:39+08:00,SUBSCRIPTION_ONLY,NOT_PUBLIC_DOWNLOAD,SSIC授权数据服务包含历史公司元素和风险警示信息。
szse-tech-notice-cashsecurity-20260806_154939,SZ_ALL,official_technical_doc,N/A,http://www.szse.cn/www/marketServices/technicalservice/notice/t20200508_576947.html,N/A,GET HTML,200,cashsecurityclosemd_YYYYMMDD.xml,1,reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_technical_notice_cashsecurity.html,2026-08-06T15:49:39+08:00,TECHNICAL_INTERFACE_ONLY,NOT_PUBLIC_DOWNLOAD,按日收盘行情文件通过文件网关下发，非公开网页下载。
prev-000100-riskwarning-20260806_143005,000100,announcement_event_search,2025-07-25至2026-07-27,https://www.szse.cn/disclosure/listed/notice/index.html,https://www.szse.cn/api/disc/announcement/annList,"{""seDate"": [""2025-07-25"", ""2026-07-27""], ""stock"": [""000100""], ""keyword"": ""风险警示""}",200,N/A,0,data/manual/stage8/security_status/sources/SZ/000100/*riskwarning*,2026-08-06T14:35:53+08:00,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内风险警示关键词公告检索为0，但不能单独证明历史NON_ST。
prev-002067-riskwarning-20260806_143005,002067,announcement_event_search,2025-07-25至2026-07-27,https://www.szse.cn/disclosure/listed/notice/index.html,https://www.szse.cn/api/disc/announcement/annList,"{""seDate"": [""2025-07-25"", ""2026-07-27""], ""stock"": [""002067""], ""keyword"": ""风险警示""}",200,N/A,0,data/manual/stage8/security_status/sources/SZ/002067/*riskwarning*,2026-08-06T14:35:53+08:00,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内风险警示关键词公告检索为0，但不能单独证明历史NON_ST。
prev-002129-riskwarning-20260806_143005,002129,announcement_event_search,2025-07-25至2026-07-27,https://www.szse.cn/disclosure/listed/notice/index.html,https://www.szse.cn/api/disc/announcement/annList,"{""seDate"": [""2025-07-25"", ""2026-07-27""], ""stock"": [""002129""], ""keyword"": ""风险警示""}",200,N/A,0,data/manual/stage8/security_status/sources/SZ/002129/*riskwarning*,2026-08-06T14:35:53+08:00,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内风险警示关键词公告检索为0，但不能单独证明历史NON_ST。
prev-002230-riskwarning-20260806_143005,002230,announcement_event_search,2025-07-25至2026-07-27,https://www.szse.cn/disclosure/listed/notice/index.html,https://www.szse.cn/api/disc/announcement/annList,"{""seDate"": [""2025-07-25"", ""2026-07-27""], ""stock"": [""002230""], ""keyword"": ""风险警示""}",200,N/A,0,data/manual/stage8/security_status/sources/SZ/002230/*riskwarning*,2026-08-06T14:35:53+08:00,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内风险警示关键词公告检索为0，但不能单独证明历史NON_ST。
prev-002361-riskwarning-20260806_143005,002361,announcement_event_search,2025-07-25至2026-07-27,https://www.szse.cn/disclosure/listed/notice/index.html,https://www.szse.cn/api/disc/announcement/annList,"{""seDate"": [""2025-07-25"", ""2026-07-27""], ""stock"": [""002361""], ""keyword"": ""风险警示""}",200,N/A,0,data/manual/stage8/security_status/sources/SZ/002361/*riskwarning*,2026-08-06T14:35:53+08:00,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内风险警示关键词公告检索为0，但不能单独证明历史NON_ST。
prev-002600-riskwarning-20260806_143005,002600,announcement_event_search,2025-07-25至2026-07-27,https://www.szse.cn/disclosure/listed/notice/index.html,https://www.szse.cn/api/disc/announcement/annList,"{""seDate"": [""2025-07-25"", ""2026-07-27""], ""stock"": [""002600""], ""keyword"": ""风险警示""}",200,N/A,0,data/manual/stage8/security_status/sources/SZ/002600/*riskwarning*,2026-08-06T14:35:53+08:00,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内风险警示关键词公告检索为0，但不能单独证明历史NON_ST。
prev-300274-riskwarning-20260806_143005,300274,announcement_event_search,2025-07-25至2026-07-27,https://www.szse.cn/disclosure/listed/notice/index.html,https://www.szse.cn/api/disc/announcement/annList,"{""seDate"": [""2025-07-25"", ""2026-07-27""], ""stock"": [""300274""], ""keyword"": ""风险警示""}",200,N/A,0,data/manual/stage8/security_status/sources/SZ/300274/*riskwarning*,2026-08-06T14:35:53+08:00,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内风险警示关键词公告检索为0，但不能单独证明历史NON_ST。
prev-300433-riskwarning-20260806_143005,300433,announcement_event_search,2025-07-25至2026-07-27,https://www.szse.cn/disclosure/listed/notice/index.html,https://www.szse.cn/api/disc/announcement/annList,"{""seDate"": [""2025-07-25"", ""2026-07-27""], ""stock"": [""300433""], ""keyword"": ""风险警示""}",200,N/A,0,data/manual/stage8/security_status/sources/SZ/300433/*riskwarning*,2026-08-06T14:35:53+08:00,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内风险警示关键词公告检索为0，但不能单独证明历史NON_ST。
szse-namechange-000100-range-20260806_154939,000100,name_change_event_search,2025-07-25至2026-07-27,https://www.szse.cn/market/stock/changename/index.html,https://www.szse.cn/api/report/ShowReport/data,CATALOGID=SSGSGMXX; TABKEY=tab2; txtZqdm=000100; txtKsrq=2025-07-25; txtZzrq=2026-07-27,200,N/A,0,reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_namechange_000100_range.json,2026-08-06T15:49:39+08:00,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内无证券简称变更事件记录，但不能证明无风险警示。
szse-namechange-002067-range-20260806_154939,002067,name_change_event_search,2025-07-25至2026-07-27,https://www.szse.cn/market/stock/changename/index.html,https://www.szse.cn/api/report/ShowReport/data,CATALOGID=SSGSGMXX; TABKEY=tab2; txtZqdm=002067; txtKsrq=2025-07-25; txtZzrq=2026-07-27,200,N/A,0,reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_namechange_002067_range.json,2026-08-06T15:49:39+08:00,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内无证券简称变更事件记录，但不能证明无风险警示。
szse-namechange-002129-range-20260806_154939,002129,name_change_event_search,2025-07-25至2026-07-27,https://www.szse.cn/market/stock/changename/index.html,https://www.szse.cn/api/report/ShowReport/data,CATALOGID=SSGSGMXX; TABKEY=tab2; txtZqdm=002129; txtKsrq=2025-07-25; txtZzrq=2026-07-27,200,N/A,0,reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_namechange_002129_range.json,2026-08-06T15:49:39+08:00,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内无证券简称变更事件记录，但不能证明无风险警示。
szse-namechange-002230-range-20260806_154939,002230,name_change_event_search,2025-07-25至2026-07-27,https://www.szse.cn/market/stock/changename/index.html,https://www.szse.cn/api/report/ShowReport/data,CATALOGID=SSGSGMXX; TABKEY=tab2; txtZqdm=002230; txtKsrq=2025-07-25; txtZzrq=2026-07-27,200,N/A,0,reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_namechange_002230_range.json,2026-08-06T15:49:39+08:00,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内无证券简称变更事件记录，但不能证明无风险警示。
szse-namechange-002361-range-20260806_154939,002361,name_change_event_search,2025-07-25至2026-07-27,https://www.szse.cn/market/stock/changename/index.html,https://www.szse.cn/api/report/ShowReport/data,CATALOGID=SSGSGMXX; TABKEY=tab2; txtZqdm=002361; txtKsrq=2025-07-25; txtZzrq=2026-07-27,200,N/A,0,reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_namechange_002361_range.json,2026-08-06T15:49:39+08:00,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内无证券简称变更事件记录，但不能证明无风险警示。
szse-namechange-002600-range-20260806_154939,002600,name_change_event_search,2025-07-25至2026-07-27,https://www.szse.cn/market/stock/changename/index.html,https://www.szse.cn/api/report/ShowReport/data,CATALOGID=SSGSGMXX; TABKEY=tab2; txtZqdm=002600; txtKsrq=2025-07-25; txtZzrq=2026-07-27,200,N/A,0,reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_namechange_002600_range.json,2026-08-06T15:49:39+08:00,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内无证券简称变更事件记录，但不能证明无风险警示。
szse-namechange-300274-range-20260806_154939,300274,name_change_event_search,2025-07-25至2026-07-27,https://www.szse.cn/market/stock/changename/index.html,https://www.szse.cn/api/report/ShowReport/data,CATALOGID=SSGSGMXX; TABKEY=tab2; txtZqdm=300274; txtKsrq=2025-07-25; txtZzrq=2026-07-27,200,N/A,0,reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_namechange_300274_range.json,2026-08-06T15:49:39+08:00,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内无证券简称变更事件记录，但不能证明无风险警示。
szse-namechange-300433-range-20260806_154939,300433,name_change_event_search,2025-07-25至2026-07-27,https://www.szse.cn/market/stock/changename/index.html,https://www.szse.cn/api/report/ShowReport/data,CATALOGID=SSGSGMXX; TABKEY=tab2; txtZqdm=300433; txtKsrq=2025-07-25; txtZzrq=2026-07-27,200,N/A,0,reports/stage8_security_status_szse_historical_snapshot_audit/20260806_154939/szse_namechange_300433_range.json,2026-08-06T15:49:39+08:00,EVENT_SEARCH_ONLY,NOT_BOUNDARY_EVIDENCE,窗口内无证券简称变更事件记录，但不能证明无风险警示。
