transform_run_id,source_dataset,source_field,canonical_field,data_type,source_unit,target_unit,scale_factor,nullable,required,mapping_status,mapping_evidence,notes
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_zh_a_spot_em,涨跌额,price_change,float64,,,1.0,True,False,mapped,AKShare documented field,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_zh_a_spot_em,成交量,volume_lot,float64,,,1.0,True,False,mapped,AKShare A-share spot volume unit is lot,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_zh_a_spot_em,成交额,amount_cny,float64,,,1.0,True,False,mapped,AKShare A-share spot amount unit is CNY yuan,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_zh_a_spot_em,振幅,amplitude,float64,,,1.0,True,False,mapped,AKShare field is percent points,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_zh_a_spot_em,最高,,source,unknown,unknown,1.0,True,False,unmapped,Preserved in source_payload_json; no canonical guess,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_zh_a_spot_em,最低,,source,unknown,unknown,1.0,True,False,unmapped,Preserved in source_payload_json; no canonical guess,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_zh_a_spot_em,今开,,source,unknown,unknown,1.0,True,False,unmapped,Preserved in source_payload_json; no canonical guess,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_zh_a_spot_em,昨收,,source,unknown,unknown,1.0,True,False,unmapped,Preserved in source_payload_json; no canonical guess,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_zh_a_spot_em,量比,volume_ratio,float64,,,1.0,True,False,mapped,AKShare documented dimensionless field,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_zh_a_spot_em,换手率,turnover_rate,float64,,,1.0,True,False,mapped,AKShare field is percent points,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_zh_a_spot_em,市盈率-动态,pe_dynamic,float64,,,1.0,True,False,mapped,AKShare documented snapshot field,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_zh_a_spot_em,市净率,pb,float64,,,1.0,True,False,mapped,AKShare documented snapshot field,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_zh_a_spot_em,总市值,market_cap_cny,float64,,,1.0,True,False,mapped,AKShare field unit is CNY yuan,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_zh_a_spot_em,流通市值,float_market_cap_cny,float64,,,1.0,True,False,mapped,AKShare field unit is CNY yuan,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_zh_a_spot_em,涨速,,source,unknown,unknown,1.0,True,False,unmapped,Preserved in source_payload_json; no canonical guess,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_zh_a_spot_em,5分钟涨跌,,source,unknown,unknown,1.0,True,False,unmapped,Preserved in source_payload_json; no canonical guess,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_zh_a_spot_em,60日涨跌幅,,source,unknown,unknown,1.0,True,False,unmapped,Preserved in source_payload_json; no canonical guess,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_zh_a_spot_em,年初至今涨跌幅,,source,unknown,unknown,1.0,True,False,unmapped,Preserved in source_payload_json; no canonical guess,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,SECUCODE,source_derived:e44430b3eb84251e,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,SECURITY_CODE,symbol,source,,,1.0,True,False,mapped,Financial metadata field mapping,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,SECURITY_NAME_ABBR,source_derived:8a7075e1c91097de,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,ORG_CODE,source_derived:4fd7af85f8b03e86,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,ORG_TYPE,source_derived:8e7cfb6ff8c74c68,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,REPORT_DATE,report_period,source,,,1.0,True,False,mapped,Financial metadata field mapping,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,REPORT_TYPE,report_type,source,,,1.0,True,False,mapped,Financial metadata field mapping,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,REPORT_DATE_NAME,source_derived:2bca7cad996bba19,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,SECURITY_TYPE_CODE,source_derived:d946b4dd41b870b6,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,NOTICE_DATE,announcement_date,source,,,1.0,True,False,mapped,Financial metadata field mapping,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,UPDATE_DATE,source_update_date,source,,,1.0,True,False,mapped,Financial metadata field mapping,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,CURRENCY,currency,source,,,1.0,True,False,mapped,Financial metadata field mapping,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,ACCEPT_DEPOSIT_INTERBANK,source_derived:83682ffb3e4a2bcb,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,ACCOUNTS_PAYABLE,source_derived:8f57074b0006ef79,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,ACCOUNTS_RECE,source_derived:1c87d8974c1ae68c,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,ACCRUED_EXPENSE,source_derived:a89eedd0632ac552,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,ADVANCE_RECEIVABLES,source_derived:e5b81f9633332c03,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,AGENT_TRADE_SECURITY,source_derived:a5845144e693bba1,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,AGENT_UNDERWRITE_SECURITY,source_derived:3f147d50e5687826,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,AMORTIZE_COST_FINASSET,source_derived:db379ee8cc5f105e,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,AMORTIZE_COST_FINLIAB,source_derived:1034d97387f1a83e,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,AMORTIZE_COST_NCFINASSET,source_derived:2f0de73627e74d80,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,AMORTIZE_COST_NCFINLIAB,source_derived:df5624c2c5dc140f,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,APPOINT_FVTPL_FINASSET,source_derived:488b783fcf94d1ce,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,APPOINT_FVTPL_FINLIAB,source_derived:44831db70d668f8b,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,ASSET_BALANCE,source_derived:3dfbeb6e568c4fb9,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,ASSET_OTHER,source_derived:f92951a6ade55b2b,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,ASSIGN_CASH_DIVIDEND,source_derived:06e22c56ec9cb71e,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,AVAILABLE_SALE_FINASSET,source_derived:225b60745d9bd9ff,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,BOND_PAYABLE,source_derived:62815cce605a72f2,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,BORROW_FUND,source_derived:85633664a16b8ceb,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,BUY_RESALE_FINASSET,source_derived:5830cf262240da88,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,CAPITAL_RESERVE,source_derived:71a91dc273446c30,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,CIP,source_derived:6ffd743762320602,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,CONSUMPTIVE_BIOLOGICAL_ASSET,source_derived:91e9fcf565e2a423,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,CONTRACT_ASSET,source_derived:85908dd4361c8963,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,CONTRACT_LIAB,source_derived:ebcfd6863a8d2a4d,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,CONVERT_DIFF,source_derived:e5ef1e52b16caa67,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,CREDITOR_INVEST,source_derived:d1b733dac56065c5,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,CURRENT_ASSET_BALANCE,source_derived:61fdfe2bddfd7491,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,CURRENT_ASSET_OTHER,source_derived:db39312ee9f7ca32,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,CURRENT_LIAB_BALANCE,source_derived:04cb4abf8afc0b2a,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,CURRENT_LIAB_OTHER,source_derived:d2138bb3a4acf7f3,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,DEFER_INCOME,source_derived:98fd3161f75cd62a,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,DEFER_INCOME_1YEAR,source_derived:6260de50900fdda2,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,DEFER_TAX_ASSET,source_derived:06cc7f17702cbd4f,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,DEFER_TAX_LIAB,source_derived:b9ab033ce9d4c43a,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,DERIVE_FINASSET,source_derived:d41c73df54bd6f82,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,DERIVE_FINLIAB,source_derived:10b8f460df97cff0,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,DEVELOP_EXPENSE,source_derived:c0e9019fa7195f9d,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,DIV_HOLDSALE_ASSET,source_derived:3c5c9baf8cbeca67,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,DIV_HOLDSALE_LIAB,source_derived:a2467c8e6bd65aca,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,DIVIDEND_PAYABLE,source_derived:66039fb4586a6c11,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,DIVIDEND_RECE,source_derived:0e091cc29425a57c,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,EQUITY_BALANCE,source_derived:6d01f03d248c282f,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,EQUITY_OTHER,source_derived:fdac6a72c3df7e3b,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,EXPORT_REFUND_RECE,source_derived:ebb8054a3e67d7d6,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,FEE_COMMISSION_PAYABLE,source_derived:3f04ae6fa583ff3e,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,FIN_FUND,source_derived:079ea5b4860bfa17,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,FINANCE_RECE,source_derived:b0a03da16729554a,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,FIXED_ASSET,source_derived:84a3c2ee256a5d8e,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,FIXED_ASSET_DISPOSAL,source_derived:9abfd2a7d84641df,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,FVTOCI_FINASSET,source_derived:f749c2ec38584c34,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,FVTOCI_NCFINASSET,source_derived:89b2e4cab96c067c,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,FVTPL_FINASSET,source_derived:5d2baf92c763317f,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,FVTPL_FINLIAB,source_derived:065665f2ed34ba42,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,GENERAL_RISK_RESERVE,source_derived:1a2b6c5950004ae1,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,GOODWILL,source_derived:37fe3ba283898ece,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,HOLD_MATURITY_INVEST,source_derived:20d1216a586a940b,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,HOLDSALE_ASSET,source_derived:58b5321deacee7a8,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,HOLDSALE_LIAB,source_derived:c96b09696a4ca23d,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,INSURANCE_CONTRACT_RESERVE,source_derived:3795b58f2648ed50,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,INTANGIBLE_ASSET,source_derived:c7594cf10ab82790,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,INTEREST_PAYABLE,source_derived:fa3f7eb093409d4b,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,INTEREST_RECE,source_derived:cd0b55ee65701bb0,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,INTERNAL_PAYABLE,source_derived:9a32add174240795,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,INTERNAL_RECE,source_derived:36d9698132ef954c,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,INVENTORY,source_derived:44e764c4a7db9a4f,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,INVEST_REALESTATE,source_derived:049416ccab0078d0,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,LEASE_LIAB,source_derived:056d5b8896b38c8f,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,LEND_FUND,source_derived:b264cb9add594d13,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,LIAB_BALANCE,source_derived:2bae80ce70727528,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,LIAB_EQUITY_BALANCE,source_derived:a6994aa0386a8bc7,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,LIAB_EQUITY_OTHER,source_derived:f7c206344030224d,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,LIAB_OTHER,source_derived:a0234fc33dc2a5ed,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,LOAN_ADVANCE,source_derived:721f59c4e6eaa8d7,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,LOAN_PBC,source_derived:fba1a86e824194f9,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,LONG_EQUITY_INVEST,source_derived:d4dd059d29d57b91,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,LONG_LOAN,source_derived:5de751af180ee67b,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
